id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,jumlah_penduduk,satuan,tahun
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,1880356,JIWA,2021
326,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,1804400,JIWA,2021
327,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,925423,JIWA,2021
328,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,912906,JIWA,2021
329,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,834316,JIWA,2021
330,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,801515,JIWA,2021
331,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,1261600,JIWA,2021
332,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,1225069,JIWA,2021
333,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,886981,JIWA,2021
334,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,855929,JIWA,2021
335,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,643555,JIWA,2021
336,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,623740,JIWA,2021
337,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,433831,JIWA,2021
338,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,432051,JIWA,2021
339,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,411588,JIWA,2021
340,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,401349,JIWA,2021
341,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,838001,JIWA,2021
342,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,819262,JIWA,2021
343,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,454539,JIWA,2021
344,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,456328,JIWA,2021
345,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,397290,JIWA,2021
346,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,393954,JIWA,2021
347,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,666573,JIWA,2021
348,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,664349,JIWA,2021
349,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,551573,JIWA,2021
350,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,561729,JIWA,2021
351,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,343585,JIWA,2021
352,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,339056,JIWA,2021
353,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,846337,JIWA,2021
354,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,844343,JIWA,2021
355,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,1062081,JIWA,2021
356,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,1055215,JIWA,2021
357,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,614463,JIWA,2021
358,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,596287,JIWA,2021
359,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,148984,JIWA,2021
360,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,150428,JIWA,2021
361,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,380702,JIWA,2021
362,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,375252,JIWA,2021
363,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,120729,JIWA,2021
364,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,120825,JIWA,2021
365,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,880853,JIWA,2021
366,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,879547,JIWA,2021
367,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,119044,JIWA,2021
368,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,118685,JIWA,2021
369,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,871311,JIWA,2021
370,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,885434,JIWA,2021
371,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,666670,JIWA,2021
372,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,669565,JIWA,2021
373,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,199585,JIWA,2021
374,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,198267,JIWA,2021
375,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,255106,JIWA,2021
376,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,247020,JIWA,2021
377,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,71309,JIWA,2021
378,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,70961,JIWA,2021
379,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,1926124,JIWA,2022
380,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,1846970,JIWA,2022
381,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,941149,JIWA,2022
382,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,927232,JIWA,2022
383,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,855810,JIWA,2022
384,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,817694,JIWA,2022
385,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,1287547,JIWA,2022
386,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,1248470,JIWA,2022
387,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,934510,JIWA,2022
388,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,900382,JIWA,2022
389,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,659076,JIWA,2022
390,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,636718,JIWA,2022
391,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,430210,JIWA,2022
392,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,429519,JIWA,2022
393,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,417673,JIWA,2022
394,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,406102,JIWA,2022
395,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,848181,JIWA,2022
396,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,827623,JIWA,2022
397,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,458640,JIWA,2022
398,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,459775,JIWA,2022
399,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,400204,JIWA,2022
400,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,397647,JIWA,2022
401,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,669703,JIWA,2022
402,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,670373,JIWA,2022
403,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,552677,JIWA,2022
404,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,566946,JIWA,2022
405,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,350330,JIWA,2022
406,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,344759,JIWA,2022
407,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,868358,JIWA,2022
408,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,865762,JIWA,2022
409,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,1097456,JIWA,2022
410,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,1090108,JIWA,2022
411,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,628880,JIWA,2022
412,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,609691,JIWA,2022
413,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,149012,JIWA,2022
414,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,150381,JIWA,2022
415,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,387742,JIWA,2022
416,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,381275,JIWA,2022
417,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,122014,JIWA,2022
418,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,122044,JIWA,2022
419,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,885817,JIWA,2022
420,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,883306,JIWA,2022
421,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,119592,JIWA,2022
422,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,118795,JIWA,2022
423,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,871613,JIWA,2022
424,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,888728,JIWA,2022
425,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,675275,JIWA,2022
426,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,679135,JIWA,2022
427,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,201265,JIWA,2022
428,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,199708,JIWA,2022
429,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,259844,JIWA,2022
430,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,251286,JIWA,2022
431,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,71672,JIWA,2022
432,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,71074,JIWA,2022
433,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,1953989,JIWA,2023
434,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,1869023,JIWA,2023
435,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,945101,JIWA,2023
436,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,930995,JIWA,2023
437,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,856700,JIWA,2023
438,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,822313,JIWA,2023
439,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,1300844,JIWA,2023
440,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,1261361,JIWA,2023
441,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,938239,JIWA,2023
442,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,900209,JIWA,2023
443,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,665498,JIWA,2023
444,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,643765,JIWA,2023
445,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,432970,JIWA,2023
446,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,431354,JIWA,2023
447,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,422941,JIWA,2023
448,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,410183,JIWA,2023
449,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,853351,JIWA,2023
450,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,831396,JIWA,2023
451,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,465495,JIWA,2023
452,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,465223,JIWA,2023
453,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,404907,JIWA,2023
454,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,401319,JIWA,2023
455,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,674321,JIWA,2023
456,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,674226,JIWA,2023
457,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,555382,JIWA,2023
458,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,569402,JIWA,2023
459,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,355656,JIWA,2023
460,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,349765,JIWA,2023
461,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,872775,JIWA,2023
462,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,870605,JIWA,2023
463,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,1104539,JIWA,2023
464,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,1099733,JIWA,2023
465,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,632326,JIWA,2023
466,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,613493,JIWA,2023
467,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,152009,JIWA,2023
468,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,152691,JIWA,2023
469,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,395542,JIWA,2023
470,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,387708,JIWA,2023
471,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,124725,JIWA,2023
472,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,124381,JIWA,2023
473,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,894570,JIWA,2023
474,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,891879,JIWA,2023
475,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,122433,JIWA,2023
476,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,121259,JIWA,2023
477,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,879754,JIWA,2023
478,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,898062,JIWA,2023
479,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,683395,JIWA,2023
480,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,687452,JIWA,2023
481,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,204809,JIWA,2023
482,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,203097,JIWA,2023
483,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,263952,JIWA,2023
484,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,254979,JIWA,2023
485,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,72368,JIWA,2023
486,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,71567,JIWA,2023
